Question,Answer,Encoder Inputs,Decoder Inputs,Decoder Targets,Question Length,Answer Length
what do you put in it?,"just lettuce, tomato, and celery.",what do you put in it ?,"<sos> just lettuce , tomato , and celery . <eos>","just lettuce , tomato , and celery . <eos>",23,48
"just lettuce, tomato, and celery.",that's it?,"just lettuce , tomato , and celery .",<sos> that ' s it ? <eos>,that ' s it ? <eos>,36,25
that's it?,i add some pepper and salt.,that ' s it ?,<sos> i add some pepper and salt . <eos>,i add some pepper and salt . <eos>,13,40
i add some pepper and salt.,i always put cheese in my salads.,i add some pepper and salt .,<sos> i always put cheese in my salads . <eos>,i always put cheese in my salads . <eos>,28,46
i always put cheese in my salads.,"yes, cheese is nice.",i always put cheese in my salads .,"<sos> yes , cheese is nice . <eos>","yes , cheese is nice . <eos>",34,34
"yes, cheese is nice.",what kind of dressing do you use?,"yes , cheese is nice .",<sos> what kind of dressing do you use ? <eos>,what kind of dressing do you use ? <eos>,22,46
what kind of dressing do you use?,i pour lots of french dressing on top.,what kind of dressing do you use ?,<sos> i pour lots of french dressing on top . <eos>,i pour lots of french dressing on top . <eos>,34,51
i pour lots of french dressing on top.,me too. french dressing is so delicious! who cares about calories?,i pour lots of french dressing on top .,<sos> me too . french dressing is so delicious ! who cares about calories ? <eos>,me too . french dressing is so delicious ! who cares about calories ? <eos>,39,81
i love cheese.,me too.,i love cheese .,<sos> me too . <eos>,me too . <eos>,15,20
me too.,where does cheese come from?,me too .,<sos> where does cheese come from ? <eos>,where does cheese come from ? <eos>,8,41
where does cheese come from?,it comes from cows.,where does cheese come from ?,<sos> it comes from cows . <eos>,it comes from cows . <eos>,29,32
it comes from cows.,"so we get cheese from cows, and we get milk, too?",it comes from cows .,"<sos> so we get cheese from cows , and we get milk , too ? <eos>","so we get cheese from cows , and we get milk , too ? <eos>",20,64
"so we get cheese from cows, and we get milk, too?","yes, we do.","so we get cheese from cows , and we get milk , too ?","<sos> yes , we do . <eos>","yes , we do . <eos>",52,25
"yes, we do.",what else do we get from cows?,"yes , we do .",<sos> what else do we get from cows ? <eos>,what else do we get from cows ? <eos>,13,43
what else do we get from cows?,we get hamburgers and steak.,what else do we get from cows ?,<sos> we get hamburgers and steak . <eos>,we get hamburgers and steak . <eos>,31,41
we get hamburgers and steak.,"oh, that's so delicious.",we get hamburgers and steak .,"<sos> oh , that ' s so delicious . <eos>","oh , that ' s so delicious . <eos>",29,40
"oh, that's so delicious.",we also get leather.,"oh , that ' s so delicious .",<sos> we also get leather . <eos>,we also get leather . <eos>,28,33
we also get leather.,"we get a lot of things from cows, don't we?",we also get leather .,"<sos> we get a lot of things from cows , don ' t we ? <eos>","we get a lot of things from cows , don ' t we ? <eos>",21,59
"we get a lot of things from cows, don't we?",yes. a cow is man's best friend.,"we get a lot of things from cows , don ' t we ?",<sos> yes . a cow is man ' s best friend . <eos>,yes . a cow is man ' s best friend . <eos>,47,48
i used to work in a deli.,how did you like it?,i used to work in a deli .,<sos> how did you like it ? <eos>,how did you like it ? <eos>,26,33
how did you like it?,i loved it!,how did you like it ?,<sos> i loved it ! <eos>,i loved it ! <eos>,21,24
i loved it!,did you get free food?,i loved it !,<sos> did you get free food ? <eos>,did you get free food ? <eos>,12,35
did you get free food?,i ate free cheese and meat every day.,did you get free food ?,<sos> i ate free cheese and meat every day . <eos>,i ate free cheese and meat every day . <eos>,23,50
i ate free cheese and meat every day.,that sounds like a great job.,i ate free cheese and meat every day .,<sos> that sounds like a great job . <eos>,that sounds like a great job . <eos>,38,42
that sounds like a great job.,"whatever a customer ordered, i sliced off a little more for me.",that sounds like a great job .,"<sos> whatever a customer ordered , i sliced off a little more for me . <eos>","whatever a customer ordered , i sliced off a little more for me . <eos>",30,77
"whatever a customer ordered, i sliced off a little more for me.",did you get fat?,"whatever a customer ordered , i sliced off a little more for me .",<sos> did you get fat ? <eos>,did you get fat ? <eos>,65,29
did you get fat?,"no, but i did put on a few pounds.",did you get fat ?,"<sos> no , but i did put on a few pounds . <eos>","no , but i did put on a few pounds . <eos>",17,48
"no, but i did put on a few pounds.",that sounds like a dream job.,"no , but i did put on a few pounds .",<sos> that sounds like a dream job . <eos>,that sounds like a dream job . <eos>,36,42
that sounds like a dream job.,"it was, until one day my manager caught me.",that sounds like a dream job .,"<sos> it was , until one day my manager caught me . <eos>","it was , until one day my manager caught me . <eos>",30,57
"it was, until one day my manager caught me.","no more free cheese for you, huh?","it was , until one day my manager caught me .","<sos> no more free cheese for you , huh ? <eos>","no more free cheese for you , huh ? <eos>",45,47
i'm on a new diet.,what are you eating now?,i ' m on a new diet .,<sos> what are you eating now ? <eos>,what are you eating now ? <eos>,21,37
what are you eating now?,i switched from pasta to potatoes.,what are you eating now ?,<sos> i switched from pasta to potatoes . <eos>,i switched from pasta to potatoes . <eos>,25,47
i switched from pasta to potatoes.,why did you do that?,i switched from pasta to potatoes .,<sos> why did you do that ? <eos>,why did you do that ? <eos>,35,33
why did you do that?,pasta is processed food. potatoes are natural food.,why did you do that ?,<sos> pasta is processed food . potatoes are natural food . <eos>,pasta is processed food . potatoes are natural food . <eos>,21,65
pasta is processed food. potatoes are natural food.,natural food has more vitamins.,pasta is processed food . potatoes are natural food .,<sos> natural food has more vitamins . <eos>,natural food has more vitamins . <eos>,53,44
natural food has more vitamins.,and it's just as easy to prepare.,natural food has more vitamins .,<sos> and it ' s just as easy to prepare . <eos>,and it ' s just as easy to prepare . <eos>,32,48
and it's just as easy to prepare.,how do you prepare the potatoes?,and it ' s just as easy to prepare .,<sos> how do you prepare the potatoes ? <eos>,how do you prepare the potatoes ? <eos>,36,45
how do you prepare the potatoes?,"i wash them, and then steam them for 15 minutes.",how do you prepare the potatoes ?,"<sos> i wash them , and then steam them for minutes . <eos>","i wash them , and then steam them for minutes . <eos>",33,59
"i wash them, and then steam them for 15 minutes.",that's pretty simple.,"i wash them , and then steam them for minutes .",<sos> that ' s pretty simple . <eos>,that ' s pretty simple . <eos>,47,36
that's pretty simple.,"then i add butter, salt, and pepper.",that ' s pretty simple .,"<sos> then i add butter , salt , and pepper . <eos>","then i add butter , salt , and pepper . <eos>",24,51
"then i add butter, salt, and pepper.",can i have all those cans of tomato sauce you bought for your pasta?,"then i add butter , salt , and pepper .",<sos> can i have all those cans of tomato sauce you bought for your pasta ? <eos>,can i have all those cans of tomato sauce you bought for your pasta ? <eos>,39,81
my girlfriend's mom got mad at me at the dinner table.,why was that?,my girlfriend ' s mom got mad at me at the dinner table .,<sos> why was that ? <eos>,why was that ? <eos>,57,26
why was that?,i sprinkled salt and pepper on the food before i tasted it.,why was that ?,<sos> i sprinkled salt and pepper on the food before i tasted it . <eos>,i sprinkled salt and pepper on the food before i tasted it . <eos>,14,72
i sprinkled salt and pepper on the food before i tasted it.,what's the matter with that?,i sprinkled salt and pepper on the food before i tasted it .,<sos> what ' s the matter with that ? <eos>,what ' s the matter with that ? <eos>,60,43
what's the matter with that?,her mom is a great cook.,what ' s the matter with that ?,<sos> her mom is a great cook . <eos>,her mom is a great cook . <eos>,31,37
her mom is a great cook.,"so, a little salt and pepper never hurt anything.",her mom is a great cook .,"<sos> so , a little salt and pepper never hurt anything . <eos>","so , a little salt and pepper never hurt anything . <eos>",25,63
"so, a little salt and pepper never hurt anything.",it hurt her feelings.,"so , a little salt and pepper never hurt anything .",<sos> it hurt her feelings . <eos>,it hurt her feelings . <eos>,51,34
it hurt her feelings.,oh.,it hurt her feelings .,<sos> oh . <eos>,oh . <eos>,22,16
oh.,"i apologized to her, but i could tell she was still upset.",oh .,"<sos> i apologized to her , but i could tell she was still upset . <eos>","i apologized to her , but i could tell she was still upset . <eos>",4,72
"i apologized to her, but i could tell she was still upset.",maybe you shouldn't eat there again.,"i apologized to her , but i could tell she was still upset .",<sos> maybe you shouldn ' t eat there again . <eos>,maybe you shouldn ' t eat there again . <eos>,60,51
maybe you shouldn't eat there again.,i'm sure everything will be okay in a day or two.,maybe you shouldn ' t eat there again .,<sos> i ' m sure everything will be okay in a day or two . <eos>,i ' m sure everything will be okay in a day or two . <eos>,39,64
i'm sure everything will be okay in a day or two.,it's your girlfriend's fault. she should have warned you.,i ' m sure everything will be okay in a day or two .,<sos> it ' s your girlfriend ' s fault . she should have warned you . <eos>,it ' s your girlfriend ' s fault . she should have warned you . <eos>,52,75
