Question,Answer,Encoder Inputs,Decoder Inputs,Decoder Targets,Question Length,Answer Length
i ate free cheese and meat every day.,that sounds like a great job.,i ate free cheese and meat every day .,that sounds like a great job .,that sounds like a great job .,38,30
that sounds like a great job.,"whatever a customer ordered, i sliced off a little more for me.",that sounds like a great job .,"whatever a customer ordered , i sliced off a little more for me .","whatever a customer ordered , i sliced off a little more for me .",30,65
"whatever a customer ordered, i sliced off a little more for me.",did you get fat?,"whatever a customer ordered , i sliced off a little more for me .",did you get fat ?,did you get fat ?,65,17
did you get fat?,"no, but i did put on a few pounds.",did you get fat ?,"no , but i did put on a few pounds .","no , but i did put on a few pounds .",17,36
"no, but i did put on a few pounds.",that sounds like a dream job.,"no , but i did put on a few pounds .",that sounds like a dream job .,that sounds like a dream job .,36,30
that sounds like a dream job.,"it was, until one day my manager caught me.",that sounds like a dream job .,"it was , until one day my manager caught me .","it was , until one day my manager caught me .",30,45
"it was, until one day my manager caught me.","no more free cheese for you, huh?","it was , until one day my manager caught me .","no more free cheese for you , huh ?","no more free cheese for you , huh ?",45,35
i'm on a new diet.,what are you eating now?,i ' m on a new diet .,what are you eating now ?,what are you eating now ?,21,25
what are you eating now?,i switched from pasta to potatoes.,what are you eating now ?,i switched from pasta to potatoes .,i switched from pasta to potatoes .,25,35
i switched from pasta to potatoes.,why did you do that?,i switched from pasta to potatoes .,why did you do that ?,why did you do that ?,35,21
why did you do that?,pasta is processed food. potatoes are natural food.,why did you do that ?,pasta is processed food . potatoes are natural food .,pasta is processed food . potatoes are natural food .,21,53
pasta is processed food. potatoes are natural food.,natural food has more vitamins.,pasta is processed food . potatoes are natural food .,natural food has more vitamins .,natural food has more vitamins .,53,32
natural food has more vitamins.,and it's just as easy to prepare.,natural food has more vitamins .,and it ' s just as easy to prepare .,and it ' s just as easy to prepare .,32,36
and it's just as easy to prepare.,how do you prepare the potatoes?,and it ' s just as easy to prepare .,how do you prepare the potatoes ?,how do you prepare the potatoes ?,36,33
how do you prepare the potatoes?,"i wash them, and then steam them for 15 minutes.",how do you prepare the potatoes ?,"i wash them , and then steam them for minutes .","i wash them , and then steam them for minutes .",33,47
"i wash them, and then steam them for 15 minutes.",that's pretty simple.,"i wash them , and then steam them for minutes .",that ' s pretty simple .,that ' s pretty simple .,47,24
that's pretty simple.,"then i add butter, salt, and pepper.",that ' s pretty simple .,"then i add butter , salt , and pepper .","then i add butter , salt , and pepper .",24,39
"then i add butter, salt, and pepper.",can i have all those cans of tomato sauce you bought for your pasta?,"then i add butter , salt , and pepper .",can i have all those cans of tomato sauce you bought for your pasta ?,can i have all those cans of tomato sauce you bought for your pasta ?,39,69
my girlfriend's mom got mad at me at the dinner table.,why was that?,my girlfriend ' s mom got mad at me at the dinner table .,why was that ?,why was that ?,57,14
why was that?,i sprinkled salt and pepper on the food before i tasted it.,why was that ?,i sprinkled salt and pepper on the food before i tasted it .,i sprinkled salt and pepper on the food before i tasted it .,14,60
i sprinkled salt and pepper on the food before i tasted it.,what's the matter with that?,i sprinkled salt and pepper on the food before i tasted it .,what ' s the matter with that ?,what ' s the matter with that ?,60,31
what's the matter with that?,her mom is a great cook.,what ' s the matter with that ?,her mom is a great cook .,her mom is a great cook .,31,25
her mom is a great cook.,"so, a little salt and pepper never hurt anything.",her mom is a great cook .,"so , a little salt and pepper never hurt anything .","so , a little salt and pepper never hurt anything .",25,51
"so, a little salt and pepper never hurt anything.",it hurt her feelings.,"so , a little salt and pepper never hurt anything .",it hurt her feelings .,it hurt her feelings .,51,22
it hurt her feelings.,oh.,it hurt her feelings .,oh .,oh .,22,4
oh.,"i apologized to her, but i could tell she was still upset.",oh .,"i apologized to her , but i could tell she was still upset .","i apologized to her , but i could tell she was still upset .",4,60
"i apologized to her, but i could tell she was still upset.",maybe you shouldn't eat there again.,"i apologized to her , but i could tell she was still upset .",maybe you shouldn ' t eat there again .,maybe you shouldn ' t eat there again .,60,39
maybe you shouldn't eat there again.,i'm sure everything will be okay in a day or two.,maybe you shouldn ' t eat there again .,i ' m sure everything will be okay in a day or two .,i ' m sure everything will be okay in a day or two .,39,52
i'm sure everything will be okay in a day or two.,it's your girlfriend's fault. she should have warned you.,i ' m sure everything will be okay in a day or two .,it ' s your girlfriend ' s fault . she should have warned you .,it ' s your girlfriend ' s fault . she should have warned you .,52,63
i eat the same thing every day.,you're kidding.,i eat the same thing every day .,you ' re kidding .,you ' re kidding .,32,18
you're kidding.,"no, i'm serious.",you ' re kidding .,"no , i ' m serious .","no , i ' m serious .",18,20
"no, i'm serious.",doesn't that get old?,"no , i ' m serious .",doesn ' t that get old ?,doesn ' t that get old ?,20,24
doesn't that get old?,"no, because i'm eating food that i like.",doesn ' t that get old ?,"no , because i ' m eating food that i like .","no , because i ' m eating food that i like .",24,44
"no, because i'm eating food that i like.",but the same thing day after day gets old.,"no , because i ' m eating food that i like .",but the same thing day after day gets old .,but the same thing day after day gets old .,44,43
but the same thing day after day gets old.,"well, i guess if it ever does get old, i'll change to something different.",but the same thing day after day gets old .,"well , i guess if it ever does get old , i ' ll change to something different .","well , i guess if it ever does get old , i ' ll change to something different .",43,79
"well, i guess if it ever does get old, i'll change to something different.",do you eat fruits and vegetables every day?,"well , i guess if it ever does get old , i ' ll change to something different .",do you eat fruits and vegetables every day ?,do you eat fruits and vegetables every day ?,79,44
do you eat fruits and vegetables every day?,"no, i hate vegetables.",do you eat fruits and vegetables every day ?,"no , i hate vegetables .","no , i hate vegetables .",44,24
"no, i hate vegetables.",but you eat fruits.,"no , i hate vegetables .",but you eat fruits .,but you eat fruits .,24,20
