Question,Answer,Encoder Inputs,Decoder Inputs,Decoder Targets,Question Length,Answer Length
they need 300 new workers.,"and 4,000 people showed up.",they need new workers,<sos> and people showed up <eos>,and people showed up <eos>,21,32
"and 4,000 people showed up.",so many people are out of work.,and people showed up,<sos> so many people are out of work <eos>,so many people are out of work <eos>,20,42
so many people are out of work.,"i still have my job, thank goodness.",so many people are out of work,<sos> i still have my job thank goodness <eos>,i still have my job thank goodness <eos>,30,46
"i still have my job, thank goodness.","so do i, but i'm worried.",i still have my job thank goodness,<sos> so do i but i am worried <eos>,so do i but i am worried <eos>,34,36
"so do i, but i'm worried.",me too. there are no guarantees.,so do i but i am worried,<sos> me too there are no guarantees <eos>,me too there are no guarantees <eos>,24,42
me too. there are no guarantees.,"if you lose your job, you can move in with me.",me too there are no guarantees,<sos> if you lose your job you can move in with me <eos>,if you lose your job you can move in with me <eos>,30,56
"if you lose your job, you can move in with me.","oh, thank you. that's very nice of you.",if you lose your job you can move in with me,<sos> oh thank you that is very nice of you <eos>,oh thank you that is very nice of you <eos>,44,49
"oh, thank you. that's very nice of you.",you would do the same for me.,oh thank you that is very nice of you,<sos> you would do the same for me <eos>,you would do the same for me <eos>,37,40
you would do the same for me.,of course. what are friends for?,you would do the same for me,<sos> of course what are friends for <eos>,of course what are friends for <eos>,28,42
i think i did something real stupid.,what did you do?,i think i did something real stupid,<sos> what did you do <eos>,what did you do <eos>,35,27
what did you do?,i bought some stock.,what did you do,<sos> i bought some stock <eos>,i bought some stock <eos>,15,31
i bought some stock.,everybody buys stock.,i bought some stock,<sos> everybody buys stock <eos>,everybody buys stock <eos>,19,32
everybody buys stock.,i bought it on a hunch.,everybody buys stock,<sos> i bought it on a hunch <eos>,i bought it on a hunch <eos>,20,34
i bought it on a hunch.,you didn't read about the company first?,i bought it on a hunch,<sos> you did not read about the company first <eos>,you did not read about the company first <eos>,22,52
you didn't read about the company first?,i didn't have to. it's been in business for 60 years.,you did not read about the company first,<sos> i did not have to it is been in business for years <eos>,i did not have to it is been in business for years <eos>,40,62
i didn't have to. it's been in business for 60 years.,so what's the problem?,i did not have to it is been in business for years,<sos> so that is the problem <eos>,so that is the problem <eos>,50,34
so what's the problem?,i used all my savings on this one company.,so that is the problem,<sos> i used all my savings on this one company <eos>,i used all my savings on this one company <eos>,22,53
i used all my savings on this one company.,you put all your eggs into one basket.,i used all my savings on this one company,<sos> you put all your eggs into one basket <eos>,you put all your eggs into one basket <eos>,41,49
you put all your eggs into one basket.,"if the company goes out of business, i'll have nothing.",you put all your eggs into one basket,<sos> if the company goes out of business i will have nothing <eos>,if the company goes out of business i will have nothing <eos>,37,67
"if the company goes out of business, i'll have nothing.","oh, you'll have somethingyou'll have a lesson you'll never forget!",if the company goes out of business i will have nothing,<sos> oh you will have something  you will have a lesson you will never forget <eos>,oh you will have something  you will have a lesson you will never forget <eos>,55,85
i was going to be a doctor.,what happened to your plans?,i was going to be a doctor,<sos> what happened to your plans <eos>,what happened to your plans <eos>,26,39
what happened to your plans?,i got a d in college chemistry.,what happened to your plans,<sos> i got a d in college chemistry <eos>,i got a d in college chemistry <eos>,27,42
i got a d in college chemistry.,"well, a d is better than an f.",i got a d in college chemistry,<sos> well a d is better than an f <eos>,well a d is better than an f <eos>,30,40
"well, a d is better than an f.",a tutor helped me get the d!,well a d is better than an f,<sos> a tutor helped me get the d <eos>,a tutor helped me get the d <eos>,28,39
a tutor helped me get the d!,"so, you didn't become a doctor.",a tutor helped me get the d,<sos> so you did not become a doctor <eos>,so you did not become a doctor <eos>,27,42
"so, you didn't become a doctor.",and now i'm glad that i didn't.,so you did not become a doctor,<sos> and now i am glad that i did not <eos>,and now i am glad that i did not <eos>,30,44
and now i'm glad that i didn't.,why's that?,and now i am glad that i did not,<sos> why ' s that <eos>,why ' s that <eos>,32,24
why's that?,a hospital is the most dangerous place in the world.,why ' s that,<sos> a hospital is the most dangerous place in the world <eos>,a hospital is the most dangerous place in the world <eos>,12,63
a hospital is the most dangerous place in the world.,"oh, yes, because of all the killer germs.",a hospital is the most dangerous place in the world,<sos> oh yes because of all the killer germs <eos>,oh yes because of all the killer germs <eos>,51,50
"oh, yes, because of all the killer germs.","if you're a smart doctor, you stay away from hospitals.",oh yes because of all the killer germs,<sos> if you are a smart doctor you stay away from hospitals <eos>,if you are a smart doctor you stay away from hospitals <eos>,38,66
"if you're a smart doctor, you stay away from hospitals.","yes, the smart doctors are those tv news doctorsno hospitals, no patients.",if you are a smart doctor you stay away from hospitals,<sos> yes the smart doctors are those tv news doctors  no hospitals no patients <eos>,yes the smart doctors are those tv news doctors  no hospitals no patients <eos>,54,86
i want to be a mail carrier when i grow up.,why?,i want to be a mail carrier when i grow up,<sos> why <eos>,why <eos>,42,15
why?,because you get to meet a lot of people.,why,<sos> because you get to meet a lot of people <eos>,because you get to meet a lot of people <eos>,3,51
because you get to meet a lot of people.,you sure do.,because you get to meet a lot of people,<sos> you sure do <eos>,you sure do <eos>,39,23
you sure do.,and you get a lot of exercise every day.,you sure do,<sos> and you get a lot of exercise every day <eos>,and you get a lot of exercise every day <eos>,11,51
and you get a lot of exercise every day.,that's the truth.,and you get a lot of exercise every day,<sos> that is the truth <eos>,that is the truth <eos>,39,29
that's the truth.,and you get to play with a lot of dogs.,that is the truth,<sos> and you get to play with a lot of dogs <eos>,and you get to play with a lot of dogs <eos>,17,50
and you get to play with a lot of dogs.,"well, you're supposed to be working.",and you get to play with a lot of dogs,<sos> well you are supposed to be working <eos>,well you are supposed to be working <eos>,38,47
"well, you're supposed to be working.","yes, but i will always pet the friendly dogs.",well you are supposed to be working,<sos> yes but i will always pet the friendly dogs <eos>,yes but i will always pet the friendly dogs <eos>,35,55
"yes, but i will always pet the friendly dogs.",what about the unfriendly dogs?,yes but i will always pet the friendly dogs,<sos> what about the unfriendly dogs <eos>,what about the unfriendly dogs <eos>,43,42
what about the unfriendly dogs?,"i think if you are friendly to dogs, they are friendly to you.",what about the unfriendly dogs,<sos> i think if you are friendly to dogs they are friendly to you <eos>,i think if you are friendly to dogs they are friendly to you <eos>,30,72
"i think if you are friendly to dogs, they are friendly to you.",dogs are like peoplenot all of them are friendly.,i think if you are friendly to dogs they are friendly to you,<sos> dogs are like people  not all of them are friendly <eos>,dogs are like people  not all of them are friendly <eos>,60,63
